tax_account_connected,business_name,business_type,business_city,business_state,business_start_date,business_description,naics_code,fulltime_employees_count,fulltime_employees_annual_payroll,ever_filed_bankruptcy,bankruptcy_description,ongoing_lawsuits,lawsuits_description,is_only_owner,owners,annual_revenue_year_one,annual_revenue_year_two,annual_revenue_year_three,net_operating_income_year_one,net_operating_income_year_two,net_operating_income_year_three,has_no_debts,debts,has_no_credit_debts,credit_debts,business_ein,incorporation_city,incorporation_state,credit_check_consent,inquiry_id,user_id,organization_id,id,meta_status,created_at,updated_at,open_banking_connected,business_address,business_zip_code,business_phone_number,is_business_address_same_as_individual,is_business_phone_number_same_as_individual,position_at_business,percent_ownership,owner_roles
"t","Jast - Kshlerin","C Corporation",,,,,"112390","401","2572258811","f",,"f",,"t",,"5144517621","6097190202","7422210518","1037380307","1229484571","1496671912","t","[]","f","[{""id"": ""b1505a6c-595b-4867-ae09-80bfcc902c66"", ""name"": ""CitiBusiness AAdvantage Platinum Card"", ""balance"": 4231580}, {""id"": ""bcf8d2d2-7a7b-4699-9995-c8662f9333a3"", ""name"": ""CitiBusiness AAdvantage Platinum Card"", ""balance"": 2693008}, {""id"": ""e233d8d1-a3ae-4bcb-9aad-55974ac54c37"", ""name"": ""Chase Ink Business Credit Card"", ""balance"": 3622736}, {""id"": ""03ff2260-37ea-42a3-aff2-c6e4efda3ee6"", ""name"": ""Brex Business Credit Card"", ""balance"": 4627224}, {""id"": ""62c0cdeb-7481-478d-9875-8178854a4101"", ""name"": ""Stripe Corporate Business Card"", ""balance"": 4271782}]","123456789","Port Soledad","OH","t","101ace25-8aa5-4b5d-af32-f2067ad3e445","qiw0ausjpacezdffwzjv3","3ea1e598-67e0-ec66-d6ef-fdca7bdf2b19","72c6f5dd-1163-499f-a0d3-abca093eace6","f","2025-09-27 00:20:16.418+00",,"f",,,,"f","f",,"42.30","{authorizedSigner,beneficialOwner,controlPerson}"
"f","Walsh LLC","Sole proprietorship","Turcotteshire","OH","2024-11-01 21:18:32.154+00","Cinis vestrum dignissimos via truculenter. Itaque cura conduco tutamen cedo utrimque valens conor admoveo barba. Doloremque cur debeo deripio timidus.","314110","367","1380646660","f",,"f",,"t",,"2761293320","2632381951","3102249422","659877133","629070676","741356755","f","[{""id"": ""57f94be6-9fc8-40c7-9e2b-0756965cba8f"", ""name"": ""Pending Lawsuit Settlement Debt"", ""interestRate"": 3.502016092237453, ""originalDate"": ""2016-09-17T03:03:40.128Z"", ""currentBalance"": 2658538, ""monthlyPayment"": 229303, ""originalAmount"": 41126450, ""termOrMaturationDate"": ""2026-05-06T11:33:04.145Z""}, {""id"": ""30feb9d9-baa3-4613-ac9b-b442c4aa3f85"", ""name"": ""Unpaid Corporate Income Tax"", ""interestRate"": 6.135525370645523, ""originalDate"": ""2023-09-13T04:32:42.218Z"", ""currentBalance"": 3276068, ""monthlyPayment"": 47084, ""originalAmount"": 8035313, ""termOrMaturationDate"": ""2028-07-25T12:15:19.593Z""}, {""id"": ""b064957f-3efa-4112-9643-c642302d480c"", ""name"": ""Contract Breach Judgment Debt"", ""interestRate"": 6.429149753283945, ""originalDate"": ""2021-06-28T19:19:33.254Z"", ""currentBalance"": 21230453, ""monthlyPayment"": 290665, ""originalAmount"": 36355044, ""termOrMaturationDate"": ""2032-05-01T10:24:52.806Z""}]","f","[{""id"": ""c169e41d-7263-44d1-8131-0fb6caca8374"", ""name"": ""American Express Business Platinum Card"", ""balance"": 3459399}, {""id"": ""16eeaef2-bcea-46fc-bfd6-9c65c70f28a7"", ""name"": ""CitiBusiness AAdvantage Platinum Card"", ""balance"": 4321712}]","123456789","New Brook","UT","t","9ee42fe9-30ed-4100-bd55-a9875db7bd12","1fafxbjwavcqikk8u95yu","3ea1e598-67e0-ec66-d6ef-fdca7bdf2b19","eaefca30-05e8-4df9-a774-5a3148388101","t","2025-09-08 23:12:05.98+00",,"f","37667 5th Street","99590","+14834599877","f","f","District Research Coordinator","52.82","{authorizedSigner,beneficialOwner,controlPerson}"
"t","Schiller LLC","Franchise",,,,,"316210","396","1546660566","t","Certe complectus demo. Provident auctus vomito thema vigilo tristis vilicus voluptatem totus spero. Defaeco acidus vilis sto apud conculco.","f",,"t",,"3093321132","3720793859","4805891645","1197305820","1440176416","1860176099","f","[{""id"": ""a08a8673-8078-4504-9b4e-3b2af04096e3"", ""name"": ""Fastenal Industrial Supplier Credit"", ""interestRate"": 6.928901017130606, ""originalDate"": ""2016-03-10T12:16:47.376Z"", ""currentBalance"": 18809327, ""monthlyPayment"": 422095, ""originalAmount"": 27175908, ""termOrMaturationDate"": ""2026-09-10T04:57:21.476Z""}]","f","[{""id"": ""adfb579b-c9eb-4746-9cc6-f67a846db86a"", ""name"": ""CitiBusiness AAdvantage Platinum Card"", ""balance"": 404191}]","123456789","Hellerburgh","MA","t","0fde6ec9-2aba-4d0a-87c2-fc47a6544a0d","3m76n5a3yh15xl9ytnrdg","3ea1e598-67e0-ec66-d6ef-fdca7bdf2b19","5dbdfe7e-6bf5-4709-9317-2fca972588b7","f","2025-09-20 13:45:47.954+00",,"f",,,,"f","f",,"46.70","{authorizedSigner,beneficialOwner,controlPerson}"
"t","Marvin LLC","Partnership",,,,,"621310","443","2544086980","f",,"f",,"t",,"6399721532","6967646044","7716344902","886776517","965470898","1069214250","f","[{""id"": ""f5cb911d-1af9-48bc-b7a9-9bae4001cdac"", ""name"": ""Regulatory Fine Payment Agreement"", ""interestRate"": 6.959254610017503, ""originalDate"": ""2025-05-14T12:58:07.550Z"", ""currentBalance"": 6387959, ""monthlyPayment"": 569376, ""originalAmount"": 12671042, ""termOrMaturationDate"": ""2026-07-25T05:47:40.747Z""}, {""id"": ""533a0d53-30d5-41d8-b774-766039b310a3"", ""name"": ""CNH Industrial Equipment Financing"", ""interestRate"": 6.7157571161665945, ""originalDate"": ""2016-10-18T18:51:11.267Z"", ""currentBalance"": 8371524, ""monthlyPayment"": 744478, ""originalAmount"": 13308415, ""termOrMaturationDate"": ""2026-02-04T12:43:11.946Z""}, {""id"": ""d6f78d07-c1ae-446a-9e0c-48cb282e40a6"", ""name"": ""Square Capital Merchant Advance"", ""interestRate"": 7.761279346300323, ""originalDate"": ""2020-01-14T03:04:17.660Z"", ""currentBalance"": 3377289, ""monthlyPayment"": 53115, ""originalAmount"": 19129125, ""termOrMaturationDate"": ""2028-10-08T12:48:14.258Z""}, {""id"": ""c95b5545-1ff6-4c32-b1a1-0ab4b4e85284"", ""name"": ""Sysco Food Supplier Credit Line"", ""interestRate"": 8.234372172129502, ""originalDate"": ""2021-08-28T03:57:37.525Z"", ""currentBalance"": 27887702, ""monthlyPayment"": 423762, ""originalAmount"": 43827702, ""termOrMaturationDate"": ""2029-11-17T00:28:00.340Z""}, {""id"": ""a6fbc9e7-9cf2-490a-903d-ffaf01859616"", ""name"": ""Regulatory Fine Payment Agreement"", ""interestRate"": 4.955137840784155, ""originalDate"": ""2020-02-20T10:47:13.623Z"", ""currentBalance"": 1059863, ""monthlyPayment"": 92698, ""originalAmount"": 1375344, ""termOrMaturationDate"": ""2026-09-24T16:23:59.676Z""}]","f","[{""id"": ""961d4d5e-021f-4c22-9686-21da7434bbc2"", ""name"": ""Wells Fargo Business Elite Card"", ""balance"": 540871}, {""id"": ""ca495164-91a0-425b-b49c-e95be8b7f632"", ""name"": ""Discover It Business Card"", ""balance"": 278071}]","123456789","North Gunnarcester","MI","t","a5869b69-52a7-49e1-8a2d-010909a3c058","d6eikemo90d943roarlsq","3ea1e598-67e0-ec66-d6ef-fdca7bdf2b19","3856a4a0-969c-4883-8547-f2bea4c59ce8","f","2025-08-16 03:29:29.114+00",,"f",,,,"f","f",,"91.78","{authorizedSigner,beneficialOwner,controlPerson}"
"t","Vandervort, Stanton and Jenkins","Joint venture",,,,,"221121","289","1719635978","f",,"f",,"t",,"3439271955","2435950958","2516855785","871689291","617395888","637901354","f","[{""id"": ""538b93db-5456-435d-b8fd-7d149dee83a5"", ""name"": ""Office Depot Vendor Credit"", ""interestRate"": 11.651520443367144, ""originalDate"": ""2024-11-16T01:02:16.854Z"", ""currentBalance"": 2822537, ""monthlyPayment"": 86209, ""originalAmount"": 28175127, ""termOrMaturationDate"": ""2025-10-10T16:29:53.161Z""}]","f","[{""id"": ""d508239c-a356-4ebf-ac16-498301a6e77c"", ""name"": ""Discover It Business Card"", ""balance"": 4188520}, {""id"": ""9146c9d0-e3e3-4141-a503-9fd9b9e4561f"", ""name"": ""Stripe Corporate Business Card"", ""balance"": 3690620}, {""id"": ""f97e9d8c-598b-41e8-917f-6930dbecd58e"", ""name"": ""Stripe Corporate Business Card"", ""balance"": 1961705}, {""id"": ""e7ae1e13-ced1-45bd-bd48-967e5da4be88"", ""name"": ""CitiBusiness AAdvantage Platinum Card"", ""balance"": 1204300}, {""id"": ""213309ec-7170-4d9f-9006-05ca4a63551c"", ""name"": ""Bank of America Business Advantage Credit Card"", ""balance"": 2135109}]","123456789","Jacksonville","MT","t","0165411a-6390-4445-9db5-6481e7e61a19","sqg6bb0mc9igpitbj00zj","3ea1e598-67e0-ec66-d6ef-fdca7bdf2b19","a3146084-6ddf-4db7-a28b-387a87bd2aaf","f","2025-09-02 10:40:10.991+00",,"f",,,,"f","f",,"25.01","{authorizedSigner,beneficialOwner,controlPerson}"
"t","Lemke - McLaughlin","Partnership",,,,,"336330","207","589880759","f",,"f",,"t",,"1179761517","1317791598","1125022503","359283722","401319303","342613542","f","[{""id"": ""98943b2a-c51b-44bb-9ff6-9654eded12d6"", ""name"": ""Office Depot Vendor Credit"", ""interestRate"": 3.964878593537499, ""originalDate"": ""2019-08-26T23:16:42.363Z"", ""currentBalance"": 1315075, ""monthlyPayment"": 31742, ""originalAmount"": 9057507, ""termOrMaturationDate"": ""2025-09-26T09:09:01.804Z""}, {""id"": ""4708d9ab-cba1-4830-8eff-eb3a7e1df35c"", ""name"": ""Sysco Food Supplier Credit Line"", ""interestRate"": 5.5504102582331, ""originalDate"": ""2025-05-11T20:30:29.191Z"", ""currentBalance"": 14213264, ""monthlyPayment"": 184185, ""originalAmount"": 17007570, ""termOrMaturationDate"": ""2028-01-20T18:26:25.788Z""}, {""id"": ""725b5a1b-1252-40ae-ad80-195ebbd7dd86"", ""name"": ""Shopify Capital Revenue Advance"", ""interestRate"": 10.778576426661633, ""originalDate"": ""2017-08-25T17:41:09.532Z"", ""currentBalance"": 9953179, ""monthlyPayment"": 255287, ""originalAmount"": 14708245, ""termOrMaturationDate"": ""2030-01-12T05:33:23.700Z""}]","f","[{""id"": ""e3e1c46e-1770-498b-b14a-a346d177c5cc"", ""name"": ""Chase Ink Business Credit Card"", ""balance"": 3182760}, {""id"": ""b09d7c18-2ea9-4499-8374-6fee77ffd6b0"", ""name"": ""Stripe Corporate Business Card"", ""balance"": 726333}]","123456789","West Lafayette","WV","t","ee98f753-c4ba-481d-8d1c-1c6d709026a9","fhdmpnikkjpc3eu04qznm","3ea1e598-67e0-ec66-d6ef-fdca7bdf2b19","1f45df72-0067-4fec-af81-0eb6605d648b","f","2025-08-22 04:19:00.934+00",,"f",,,,"f","f",,"79.13","{authorizedSigner,beneficialOwner,controlPerson}"
"t","Zemlak Inc","Franchise","Kreigerstad","NV","2017-07-14 06:44:17.924+00","Aduro suus animi ea confido succurro admoneo demo audax vereor. Aliquam quos condico abutor acervus. Angelus architecto quam tondeo comis.","111339","234","2144122344","f",,"f",,"t",,"4481546004","3967425272","2961209296","1792611767","1586964235","1184479335","t","[]","f","[{""id"": ""265c1068-f935-45ea-8397-6d6683adc070"", ""name"": ""Discover It Business Card"", ""balance"": 3286201}]","123456789","East Raul","NY","t","8b616f5a-92b6-4410-9142-8149cdd6005d","4ckfugdryh7lwd3400tkf","3ea1e598-67e0-ec66-d6ef-fdca7bdf2b19","6545c77a-8e84-4b67-a493-c5c59a3528fa","t","2025-08-30 20:28:57.634+00",,"f","8352 Laury Rest","27413","+17565645496","f","f","Legacy Web Developer","92.84","{authorizedSigner,beneficialOwner,controlPerson}"
"f","Maggio - Sporer","S Corporation","Port Linwoodchester","WV","2023-07-12 07:39:42.658+00","Armarium commodo tres cohors bardus necessitatibus vesco vilitas. Asper cervus abundans velociter vicissitudo vae. Inventore totus carus pecto antepono iusto.","322219","95","471200760","f",,"f",,"t",,"1257146970","1038669489","957461227","283678665","234378622","216053754","f","[{""id"": ""3903075d-5aa1-4e71-baf1-5b7d49eeaa31"", ""name"": ""BlueVine Short-Term Business Loan"", ""interestRate"": 9.262235986906862, ""originalDate"": ""2024-11-07T04:56:55.566Z"", ""currentBalance"": 29371515, ""monthlyPayment"": 838611, ""originalAmount"": 46574136, ""termOrMaturationDate"": ""2027-08-29T11:08:53.884Z""}]","f","[{""id"": ""0715d5f0-c17a-4a2c-815c-50879aec4925"", ""name"": ""Brex Business Credit Card"", ""balance"": 2416561}, {""id"": ""48698727-e3ed-43fc-b946-f978238661be"", ""name"": ""American Express Business Platinum Card"", ""balance"": 1346241}, {""id"": ""f26050f5-818e-4010-9338-6b097bb48089"", ""name"": ""Stripe Corporate Business Card"", ""balance"": 3441446}, {""id"": ""c0c4f1c3-65a9-4d2f-b16b-69d7a17d6d3f"", ""name"": ""Stripe Corporate Business Card"", ""balance"": 980263}]","123456789","Detroit","WV","t","966419fb-6cc9-4e7b-93b2-a4230c873100","5ybe3b4mao1ww915ac59h","3ea1e598-67e0-ec66-d6ef-fdca7bdf2b19","e49a4300-7083-4e60-b929-7069d240f568","t","2025-09-07 12:15:50.259+00",,"f","26985 Walsh Wells","35368","+19988015305","f","f","Forward Mobility Planner","22.98","{authorizedSigner,beneficialOwner,controlPerson}"
"t","Bauch LLC","S Corporation",,,,,"541850","467","4046653070","f",,"f",,"t",,"8093306140","7771469354","7818993512","2750569443","2641190851","2657342285","f","[{""id"": ""5c5e3fcd-ca3f-416f-9c3e-4a79de7d90df"", ""name"": ""Bank of America Working Capital Loan"", ""interestRate"": 11.563313378900958, ""originalDate"": ""2017-02-02T01:31:41.774Z"", ""currentBalance"": 6307692, ""monthlyPayment"": 113346, ""originalAmount"": 6639616, ""termOrMaturationDate"": ""2029-12-07T14:34:41.634Z""}, {""id"": ""a4930637-553f-4b6e-a12e-45d6db675c76"", ""name"": ""CNH Industrial Equipment Financing"", ""interestRate"": 11.781427972192159, ""originalDate"": ""2020-02-28T21:45:23.136Z"", ""currentBalance"": 10871256, ""monthlyPayment"": 333217, ""originalAmount"": 13324792, ""termOrMaturationDate"": ""2029-02-14T17:24:01.195Z""}]","t","[]","123456789","Feltonfurt","SD","t","dd82e484-c852-4315-bc1c-ce4d16a6db15","tg13vvd8l2vczd0j2ubts","3ea1e598-67e0-ec66-d6ef-fdca7bdf2b19","24edb3b5-fcc4-4b9f-87a7-5af17b2323b9","f","2025-08-28 23:08:06.087+00",,"f",,,,"f","f",,"28.70","{authorizedSigner,beneficialOwner,controlPerson}"
"f","Schmeler - Feeney","Nonprofit organization",,,,,"333414","374","2340616168","f",,"f",,"t",,"4681232336","3948576226","4313556038","853212762","719677082","786199188","t","[]","t","[]","123456789","Erickborough","NH","t","d80f9f51-e008-4005-b454-936e8ca76ea3","rthodhr8gwvripihk0lrv","3ea1e598-67e0-ec66-d6ef-fdca7bdf2b19","263ae16b-ff38-405a-8e0a-df5d2b505b21","f","2025-09-13 13:20:28.511+00",,"f",,,,"f","f",,"29.06","{authorizedSigner,beneficialOwner,controlPerson}"
"t","Hand, Barrows and Graham","S Corporation",,,,,"112111","479","2390206647","f",,"f",,"t",,"5658626743","5229372947","4473866354","1695574403","1566951014","1340567883","f","[{""id"": ""f8ccfc75-7217-4cc7-91c3-79534f147732"", ""name"": ""Bank of America Working Capital Loan"", ""interestRate"": 3.97014332102795, ""originalDate"": ""2022-05-01T10:17:48.875Z"", ""currentBalance"": 4751948, ""monthlyPayment"": 65221, ""originalAmount"": 9959306, ""termOrMaturationDate"": ""2028-11-01T00:46:15.023Z""}]","f","[{""id"": ""0fb6d5e1-d94a-45e2-871e-830f3d0414e1"", ""name"": ""Stripe Corporate Business Card"", ""balance"": 4943010}, {""id"": ""fecbe7a5-77a0-49e6-b685-db8eff732cd1"", ""name"": ""Capital One Spark Business Credit Card"", ""balance"": 4304934}, {""id"": ""579edc7e-59b3-4f00-9f3c-22d748007772"", ""name"": ""Wells Fargo Business Elite Card"", ""balance"": 555162}, {""id"": ""c0443b52-116a-4475-a499-183e26a959e8"", ""name"": ""Stripe Corporate Business Card"", ""balance"": 1015204}, {""id"": ""6d80e97e-793f-4a71-966c-99b42999e5de"", ""name"": ""Discover It Business Card"", ""balance"": 4702307}]","123456789","Naperville","ND","t","d044a5f3-a0c4-4ef9-8187-d77b1e36d035","k38x3qigzyi94vncb9xmg","3ea1e598-67e0-ec66-d6ef-fdca7bdf2b19","cdbd45ac-4d0f-4c3f-bd4a-f2c65995ad72","f","2025-09-10 14:26:10.825+00",,"f",,,,"f","f",,"66.77","{authorizedSigner,beneficialOwner,controlPerson}"
"f","Ritchie and Sons","Joint venture",,,,,"486990","277","1310953745","t","Ascit amoveo admoveo. Deserunt ab statim architecto demum defessus substantia vicinus. Talio architecto comis degero amaritudo aptus conor audentia titulus pax.","f",,"t",,"2621907490","2888390117","2072946195","661443257","728670318","522953723","f","[{""id"": ""7229fe05-8e27-4361-b823-8fdc114a3c37"", ""name"": ""Shopify Capital Revenue Advance"", ""interestRate"": 4.819382655553352, ""originalDate"": ""2019-07-01T03:22:39.141Z"", ""currentBalance"": 5312428, ""monthlyPayment"": 76673, ""originalAmount"": 14412221, ""termOrMaturationDate"": ""2029-12-11T08:15:24.352Z""}, {""id"": ""32510524-8815-4a33-913b-d6982fdf903f"", ""name"": ""Fundbox Invoice Advance"", ""interestRate"": 7.6975371974099005, ""originalDate"": ""2023-05-05T19:49:50.454Z"", ""currentBalance"": 23597351, ""monthlyPayment"": 806850, ""originalAmount"": 31751384, ""termOrMaturationDate"": ""2028-09-18T23:44:54.286Z""}, {""id"": ""37988fc2-4385-459b-9907-54671ee523c1"", ""name"": ""Pending Lawsuit Settlement Debt"", ""interestRate"": 8.827346009440419, ""originalDate"": ""2017-03-08T03:30:26.626Z"", ""currentBalance"": 38632352, ""monthlyPayment"": 1089025, ""originalAmount"": 39101491, ""termOrMaturationDate"": ""2029-04-04T00:09:47.395Z""}]","f","[{""id"": ""c72e9c1c-716e-4163-b34c-aa9ab7aa0d84"", ""name"": ""American Express Business Platinum Card"", ""balance"": 250185}, {""id"": ""70f8537c-7fb5-4dfb-bf0e-eeb508b3e3c3"", ""name"": ""Stripe Corporate Business Card"", ""balance"": 3331867}]","123456789","Farrellfield","WY","t","0985ab0c-9766-40dd-8aff-4467bf9425aa","94vckrcs09fsqwcqdiku8","3ea1e598-67e0-ec66-d6ef-fdca7bdf2b19","2ba11281-9d02-4bfb-ae70-3844d971ec88","f","2025-08-29 12:08:18.636+00",,"f",,,,"f","f",,"35.94","{authorizedSigner,beneficialOwner,controlPerson}"
"t","Simonis, Nader and Walsh","Sole proprietorship","Kshlerinfield","MS","2016-06-29 07:19:36.598+00","Censura pel voveo acer. Sapiente articulus aegrotatio damnatio bene degenero vestrum acquiro. Aduro curiositas arcesso denuncio unde vehemens conatus.","561422","378","1712646180","f",,"f",,"t",,"3425292360","3016587427","3829084609","592712705","521990389","662584929","f","[{""id"": ""6a8d18fc-64bb-4948-916c-fd1c6a0dc15d"", ""name"": ""Amazon Business Net-30 Account"", ""interestRate"": 3.00511435056742, ""originalDate"": ""2018-03-03T21:42:23.418Z"", ""currentBalance"": 3645715, ""monthlyPayment"": 110400, ""originalAmount"": 6568902, ""termOrMaturationDate"": ""2027-12-17T12:53:42.558Z""}, {""id"": ""c0b13241-ebfc-47e9-a980-fbfd8e9283d9"", ""name"": ""SBA 7(a) Loan - Capital Growth"", ""interestRate"": 6.848369081698912, ""originalDate"": ""2020-04-30T11:25:57.419Z"", ""currentBalance"": 14446965, ""monthlyPayment"": 1286362, ""originalAmount"": 26892312, ""termOrMaturationDate"": ""2026-04-05T01:05:19.281Z""}]","f","[{""id"": ""03fbd324-2336-4b01-b674-f7010e122bd8"", ""name"": ""Capital One Spark Business Credit Card"", ""balance"": 3958634}]","123456789","Delbertbury","UT","t","0adffd08-eefa-4ac9-8750-1e7f6583339a","7hszij5j63ftb39pgk6cs","3ea1e598-67e0-ec66-d6ef-fdca7bdf2b19","7e6a4a85-01fb-4086-84dd-951b90c054a3","t","2025-09-05 12:01:48.301+00",,"f","92879 Kirlin Lights","36502","+19652177153","f","f","Global Branding Representative","90.24","{authorizedSigner,beneficialOwner,controlPerson}"
"f","Ruecker and Sons","Partnership",,,,,"311340","44","405196352","f",,"f",,"t",,"828240600","672759606","866856523","147569473","119867078","154449758","f","[{""id"": ""eb2123e1-b596-4f1c-84bc-e7410a3e84f0"", ""name"": ""Square Capital Merchant Advance"", ""interestRate"": 5.049296776057923, ""originalDate"": ""2018-05-20T22:09:41.125Z"", ""currentBalance"": 4469221, ""monthlyPayment"": 391240, ""originalAmount"": 23121439, ""termOrMaturationDate"": ""2025-11-18T18:20:58.533Z""}, {""id"": ""b1532933-b32b-4ae6-84cd-b7c44e13d5b2"", ""name"": ""John Deere Agricultural Equipment Loan"", ""interestRate"": 11.881437273968738, ""originalDate"": ""2016-05-25T20:24:44.270Z"", ""currentBalance"": 16855460, ""monthlyPayment"": 367549, ""originalAmount"": 32917529, ""termOrMaturationDate"": ""2029-12-03T04:01:25.754Z""}, {""id"": ""d01c7074-e5d6-4a17-afd6-61671bc04025"", ""name"": ""Unpaid Corporate Income Tax"", ""interestRate"": 8.83321397511392, ""originalDate"": ""2025-09-14T19:58:31.334Z"", ""currentBalance"": 15800954, ""monthlyPayment"": 774684, ""originalAmount"": 24350537, ""termOrMaturationDate"": ""2027-02-24T11:00:46.094Z""}, {""id"": ""77269a06-2d3e-484b-b227-fd27d7133941"", ""name"": ""IRS Payroll Tax Debt"", ""interestRate"": 10.147824050350529, ""originalDate"": ""2024-01-23T21:47:12.294Z"", ""currentBalance"": 3431958, ""monthlyPayment"": 100522, ""originalAmount"": 8115963, ""termOrMaturationDate"": ""2027-12-19T11:20:01.305Z""}, {""id"": ""d08037ad-795d-4e79-adea-95f091506686"", ""name"": ""State Sales Tax Delinquency"", ""interestRate"": 5.542687105396709, ""originalDate"": ""2016-01-06T13:40:19.252Z"", ""currentBalance"": 1806079, ""monthlyPayment"": 29843, ""originalAmount"": 5516853, ""termOrMaturationDate"": ""2030-08-24T02:41:44.618Z""}]","f","[{""id"": ""74c0354a-6fdf-47ba-9e0f-b3e5a613f14a"", ""name"": ""CitiBusiness AAdvantage Platinum Card"", ""balance"": 4504348}, {""id"": ""ac081fac-3c20-4ca8-808d-2b3576535be4"", ""name"": ""US Bank Business Leverage Visa"", ""balance"": 914819}, {""id"": ""8e5abb0c-1df3-4962-8ee2-2dca120545f0"", ""name"": ""Stripe Corporate Business Card"", ""balance"": 66220}]","123456789","Wyoming","WI","t","3054ea0b-2f19-4903-9ab2-5cf353c45653","ym86zumpaep3mj00f53bq","3ea1e598-67e0-ec66-d6ef-fdca7bdf2b19","a197460f-6ef7-4726-b46a-82a34bf2c48d","f","2025-09-29 17:44:52.884+00",,"f",,,,"f","f",,"30.36","{authorizedSigner,beneficialOwner,controlPerson}"
"t","Stanton - Casper","S Corporation",,,,,"321911","384","2805529536","f",,"f",,"t",,"5611059072","5792642840","5185917277","1059296898","1093577614","979035511","f","[{""id"": ""2c1b08d8-c2e5-4cb2-8884-771764b65e39"", ""name"": ""Amazon Business Net-30 Account"", ""interestRate"": 11.018030256502044, ""originalDate"": ""2015-11-09T15:22:27.480Z"", ""currentBalance"": 17348454, ""monthlyPayment"": 365817, ""originalAmount"": 24694526, ""termOrMaturationDate"": ""2031-08-29T04:07:12.545Z""}, {""id"": ""af0373f8-2f77-458d-90ed-237930c1edf7"", ""name"": ""Chase Business Term Loan"", ""interestRate"": 7.705978625372745, ""originalDate"": ""2024-03-08T00:34:26.052Z"", ""currentBalance"": 9806404, ""monthlyPayment"": 153773, ""originalAmount"": 17864277, ""termOrMaturationDate"": ""2031-05-30T03:45:31.543Z""}]","f","[{""id"": ""dc224fc4-60c4-4a7b-abe8-e9337f6fd82f"", ""name"": ""Discover It Business Card"", ""balance"": 769370}, {""id"": ""43b28e58-abba-4df4-bfd4-f840d14b623f"", ""name"": ""Discover It Business Card"", ""balance"": 1706468}]","123456789","St. Petersburg","IL","t","b851982a-ca83-47c9-94e3-adf63d6fc008","zeyzaaod50y0pu26v9jgv","3ea1e598-67e0-ec66-d6ef-fdca7bdf2b19","0f93f44f-77db-4e21-a0e0-21fb5702025a","f","2025-09-28 05:25:40.491+00",,"f",,,,"f","f",,"23.51","{authorizedSigner,beneficialOwner,controlPerson}"
"f","Emard - Gorczany","Sole proprietorship",,,,,"541830","365","3224049928","f",,"t","Paulatim adfero absum acies sophismata fuga mollitia. Corrumpo basium suppono adeo quasi auctus annus. Natus iste voluptatem depromo aut concedo aliquid demergo talis utilis.","t",,"6448099855","5058694030","6211553046","700633118","549664033","674930581","f","[{""id"": ""e7a40ecf-597a-43ed-a499-a19f86e5fb20"", ""name"": ""Cisco Technology Equipment Lease"", ""interestRate"": 9.85997236532739, ""originalDate"": ""2016-02-29T04:20:47.032Z"", ""currentBalance"": 1497813, ""monthlyPayment"": 26176, ""originalAmount"": 40835666, ""termOrMaturationDate"": ""2031-11-02T12:22:32.030Z""}, {""id"": ""cab7c5ea-f627-49ad-9b3f-285647427361"", ""name"": ""State Sales Tax Delinquency"", ""interestRate"": 3.575021455473361, ""originalDate"": ""2018-05-17T10:47:08.225Z"", ""currentBalance"": 16887645, ""monthlyPayment"": 519413, ""originalAmount"": 36238724, ""termOrMaturationDate"": ""2026-06-16T04:18:55.972Z""}, {""id"": ""d87f969c-b119-48f8-b248-afae8f4940e3"", ""name"": ""Grainger Trade Credit (Net-60 Terms)"", ""interestRate"": 9.905325830446088, ""originalDate"": ""2021-09-04T19:25:49.276Z"", ""currentBalance"": 3103777, ""monthlyPayment"": 54359, ""originalAmount"": 6174627, ""termOrMaturationDate"": ""2027-06-15T13:12:27.313Z""}, {""id"": ""62f013bc-f6db-4cfd-8ae3-4e42ec7c288c"", ""name"": ""Contract Breach Judgment Debt"", ""interestRate"": 3.950476412469515, ""originalDate"": ""2022-07-14T22:56:26.543Z"", ""currentBalance"": 1078897, ""monthlyPayment"": 33521, ""originalAmount"": 7321822, ""termOrMaturationDate"": ""2027-07-21T10:21:47.256Z""}]","f","[{""id"": ""597c2974-b235-47ac-8264-45ea7f490173"", ""name"": ""Brex Business Credit Card"", ""balance"": 3650624}]","123456789","Windlerport","AR","t","885016e6-da8d-45d1-a2ac-750b3ea4195c","z7o9y969gq5cynq271ggp","3ea1e598-67e0-ec66-d6ef-fdca7bdf2b19","f17573e3-d172-4bda-a63e-ba44a2d6a224","f","2025-09-08 20:37:03.594+00",,"f",,,,"f","f",,"40.61","{authorizedSigner,beneficialOwner,controlPerson}"
